City,State,Region,Primary_Language,Script
City_1146,Uttar Pradesh,North,Hindi,Devanagari
City_1147,Andhra Pradesh,South,Telugu,Telugu
City_1148,Uttarakhand,North,Hindi,Devanagari
City_1149,Rajasthan,North,Hindi,Devanagari
City_1150,Nagaland,Northeast,English,Latin
City_1151,Meghalaya,Northeast,Khasi,Latin
City_1152,Telangana,South,Telugu,Telugu
City_1153,Odisha,East,Odia,Odia
City_1154,Maharashtra,West,Marathi,Devanagari
City_1155,Andhra Pradesh,South,Telugu,Telugu
City_1156,West Bengal,East,Bengali,Bengali
City_1157,West Bengal,East,Bengali,Bengali
City_1158,Tamil Nadu,South,Tamil,Tamil
City_1159,Punjab,North,Punjabi,Gurmukhi
City_1160,Mizoram,Northeast,Mizo,Latin
City_1161,Punjab,North,Punjabi,Gurmukhi
City_1162,Telangana,South,Telugu,Telugu
City_1163,Odisha,East,Odia,Odia
City_1164,Uttar Pradesh,North,Hindi,Devanagari
City_1165,Rajasthan,North,Hindi,Devanagari
City_1166,West Bengal,East,Bengali,Bengali
City_1167,Nagaland,Northeast,English,Latin
City_1168,Uttar Pradesh,North,Hindi,Devanagari
City_1169,Uttar Pradesh,North,Hindi,Devanagari
City_1170,Tripura,Northeast,Bengali,Bengali
City_1171,Rajasthan,North,Hindi,Devanagari
City_1172,Chhattisgarh,Central,Hindi,Devanagari
City_1173,Karnataka,South,Kannada,Kannada
City_1174,Goa,West,Konkani,Devanagari
City_1175,Bihar,East,Hindi,Devanagari
City_1176,Assam,Northeast,Assamese,Bengali
City_1177,Goa,West,Konkani,Devanagari
City_1178,Uttarakhand,North,Hindi,Devanagari
City_1179,Punjab,North,Punjabi,Gurmukhi
City_1180,Punjab,North,Punjabi,Gurmukhi
City_1181,Gujarat,West,Gujarati,Gujarati
City_1182,Punjab,North,Punjabi,Gurmukhi
City_1183,Rajasthan,North,Hindi,Devanagari
City_1184,Tripura,Northeast,Bengali,Bengali
City_1185,Kerala,South,Malayalam,Malayalam
City_1186,Tamil Nadu,South,Tamil,Tamil
City_1187,Sikkim,Northeast,Nepali,Devanagari
City_1188,Madhya Pradesh,Central,Hindi,Devanagari
City_1189,Tamil Nadu,South,Tamil,Tamil
City_1190,Goa,West,Konkani,Devanagari
City_1191,Himachal Pradesh,North,Hindi,Devanagari
City_1192,Tamil Nadu,South,Tamil,Tamil
City_1193,Madhya Pradesh,Central,Hindi,Devanagari
City_1194,Sikkim,Northeast,Nepali,Devanagari
City_1195,Maharashtra,West,Marathi,Devanagari
City_1196,Rajasthan,North,Hindi,Devanagari
City_1197,Nagaland,Northeast,English,Latin
City_1198,Punjab,North,Punjabi,Gurmukhi
City_1199,Punjab,North,Punjabi,Gurmukhi
City_1200,Tripura,Northeast,Bengali,Bengali
